billnum,material,rpa_sat,qty
901127559,18452,52.00,1
901127559,20404,8200.00,2
901127559,20862,23.00,1
901127915,107542424,395.00,1
901127915,2024555001,85.00,1
901128312,17615,971.00,1
901128312,17618,164.00,4
901128368,1000006450,84.00,1
901128368,1000006451,24.00,3
901128368,1000006453,1304.00,1
901128368,1000006618,4291.00,1
901128596,2025626008,970.00,1
901128596,2026542005,3.00,1
901128963,7000009746,80.00,1
901129537,1000022720,48.00,1
901129537,2025125005,207.00,3
901129537,2028166005,77.00,1
901129537,2030050001,186.00,3
901129790,1000001600,279.00,1
901129790,107270748,41.00,1
901129790,91863,150.00,1
901130248,18317,37.00,1
901130248,25392,17.00,1
901130248,25393,16.00,1
901130248,30567,74.00,1
901130248,30591,944.00,1
901132371,1000047877,39.00,1
901132371,1000047879,47.00,1
901132924,1000008049,42.00,1
901132924,2025441005,156.00,1
901132924,2026310003,367.00,1
901133565,1000045350,71.00,1
901133565,1000045385,27.00,1
901133587,106864747,25.00,1
901135002,1000024121,3599.00,1
901135002,1000024133,273.00,3
901135629,893138,88.00,1
901136488,17589,387.00,1
901136488,19067,66.00,1
901136488,20404,4100.00,1
901136488,20703,207.00,3
901136488,2486,20.00,1
901136488,31171,29.00,1
901136488,32204,72.00,1
901136488,34428,84.00,3
901136488,35148,96.00,1
901136488,35483,33.00,1
901136489,1000038169,37.00,1
901136489,1000038242,106.00,2
901136489,1000038317,350.00,1
901136489,1000038327,483.00,1
901136489,1000038416,80.00,1
901136489,1000038426,6.00,1
901136489,1000038440,33.00,1
901136489,1000038715,127.00,1
901137268,107084726,66.00,1
901139956,2025626008,2910.00,3
901139956,2026542005,6.00,2
901139956,2026543005,4078.00,1
901139956,2026918006,17.00,1
901139957,19372,353.00,1
901140780,1000027043,24.00,1
901140780,1000032172,44.00,1
901140780,1000045900,43.00,1
901140780,107568202,35.00,1
901140780,2025547001,506.00,1
901140780,2025663009,83.00,1
901140780,2025688007,2441.00,1
901140780,2025922003,5.00,1
901140780,2025926004,287.00,1
901140780,2026049003,188.00,2
901140780,2026865003,355.00,1
901140780,2027042002,12.00,1
901140780,2027163015,12.00,1
901140780,2027922006,62.00,1
901140780,2027987002,68.00,2
901140780,2028197002,174.00,1
901140780,2030814001,239.00,1
901140780,2032897002,61.00,1
901141032,2027444003,30.00,1
901141032,2027454004,759.00,1
901141065,7000009745,97.00,1
901141067,1000014447,1.00,1
901141067,107752886,31.00,1
901141067,2025170006,256.00,4
901141068,1000037199,3354.00,1
901141068,1000037211,7674.00,2
901141068,1000037442,1443.00,3
901141069,2025362001,130.00,2
901141069,2025370001,32.00,1
901141069,2025370002,56.00,2
901141517,1000050045,70.00,1
901141517,1000050046,88.00,1
901141623,1000026090,806.00,1
901141623,2025125005,138.00,2
901141749,254659,233.00,1
901141749,84339,25.00,1
901144024,1000034093,34.00,1
901144024,1000034187,38.00,1
901144024,1000034189,38.00,2
901144024,1000034191,387.00,1
901144024,1000034194,310.00,2
901144571,2031554006,345.00,1
901144571,2031568001,92.00,1
901144571,2031573005,304.00,1
901144571,2031638003,10311.00,3
901144571,2031683004,736.00,1
901144571,2031768002,40.00,1
901144571,2032517002,219.00,3
901144571,2032626001,180.00,3
901144571,2032663002,890.00,2
901144571,2032674006,88.00,2
901144571,2032713003,382.00,1
901144571,2032720002,26.00,1
901144571,2032734001,44.00,1
901144571,2032734003,4010.00,1
901144571,2032839002,17.00,1
901144575,2026951002,56.00,1
901144575,2026960001,756.00,2
901144628,1000050476,15.00,3
901144628,1000050487,67.00,1
901144628,1000050490,40.00,1
901144628,1000050512,90.00,3
901144628,1000050557,70.00,1
901144628,1000050610,2.00,1
901144628,1000050632,95.00,1
901144628,1000050667,4989.00,1
901144628,1000050668,2851.00,1
901144628,1000050717,220.00,2
901144628,1000050720,17.00,1
901144628,1000050724,96.00,4
901144628,1000050725,816.00,2
901144628,1000050726,526.00,2
901144628,1000050727,12968.00,4
901145225,7000009745,291.00,3
901145225,893138,88.00,1
901145567,1000038337,56.00,1
901148018,107969217,37.00,1
901150183,1000030938,853.00,1
901150183,1000036172,97.00,1
901150183,106297578,717.00,1
901151565,108266898,36.00,1
901151565,108266919,29.00,1
901152099,108298777,1738.00,2
901152099,108298785,79.00,1
901152403,662668,82.00,1
901152403,893138,88.00,1
901153741,1000038879,201.00,3
901153741,1000038882,90.00,1
901153741,1000038933,21.00,1
901153803,107207693,35.00,1
901153803,2024934005,20.00,1
901153878,1000039827,73.00,1
901153878,1000039828,114.00,2
901153878,1000039850,18.00,1
901153878,1000039863,23.00,1
901153878,1000039898,36.00,1
901153878,1000039900,39.00,1
901153878,1000039901,90.00,3
901153878,1000039936,26.00,1
901153878,1000039944,91.00,1
901153878,1000039952,237.00,3
901153878,1000039954,15.00,1
901153878,1000039957,1267.00,1
901153878,1000039969,156.00,4
901154046,2025777004,274.00,1
901154046,2025784003,639.00,1
901154458,1000013358,59.00,1
901154458,2025540004,6.00,1
901154458,2027775003,65.00,1
901154458,2029916003,63.00,1
901154502,1000041422,99.00,1
901154502,1000041426,2.00,1
901154502,1000041427,433.00,1
901154502,1000041429,662.00,1
901154502,1000041431,46.00,1
901154502,1000041645,65.00,1
901154502,1000041787,81.00,1
901154502,1000041894,92.00,1
901154502,1000041895,742.00,1
901154502,1000041897,428.00,1
901154502,1000041900,3586.00,1
901154502,1000041905,3.00,1
901154502,1000041924,834.00,1
901155215,2031964001,184.00,1
901155215,2031974002,291.00,1
901155215,2031988001,26.00,1
901155223,1000025093,60.00,3
901155223,1000025097,111.00,3
901155399,1000050726,789.00,3
901155399,1000050728,65.00,1
901155399,1000050732,74.00,1
901155399,1000050734,22.00,1
901155399,1000050749,61.00,1
901155399,1000050836,90.00,1
901155399,1000050908,844.00,4
901155399,1000050918,4.00,1
901155399,1000050964,56.00,1
901155399,1000050974,34.00,1
901155399,1000050975,52.00,1
901155399,1000050993,666.00,3
901155451,17615,971.00,1
901155451,25390,41.00,1
901155451,31929,79.00,1
901155799,103170846,90.00,1
901156373,106094578,795.00,3
901156373,106098579,66.00,1
901156373,106098632,4839.00,1
901156373,106108571,62.00,1
901157943,7000009745,97.00,1
901158093,1000050313,920.00,1
901158093,1000050315,51.00,1
901158094,662668,328.00,4
901158094,7000009745,97.00,1
901158094,817851,20.00,1
901158377,1000034092,47.00,1
901158377,1000034093,34.00,1
901158377,1000034187,114.00,3
901158877,2025580007,99.00,1
901158877,2025584008,21.00,1
901161670,2030828005,14.00,1
901161670,2030832005,4683.00,1
901161670,2030847002,83.00,1
901162096,1000008015,47.00,1
901162096,1000008170,61.00,1
901162096,1000008487,57.00,1
901162096,1000008489,55.00,1
901162096,1000008529,789.00,1
901162096,1000008530,28.00,2
901162096,1000008678,63.00,1
901162096,1000008746,114.00,1
901162096,1000009038,246.00,3
901162096,1000009386,55.00,1
901162096,1000009394,120.00,3
901162096,1000009505,437.00,1
901162096,1000009507,4.00,1
901162096,1000009509,185.00,1
901162096,1000009651,60.00,1
901162096,1000009702,320.00,2
901162096,1000010058,98.00,1
901162096,1000010362,62.00,2
901162096,1000011056,13.00,1
901162155,2032779001,23.00,1
901162155,2032814004,916.00,1
901162751,2028565002,37.00,1
901162751,2028566002,71.00,1
901162751,2028575003,36.00,1
901163225,107636244,888.00,3
901163423,1000002662,52.00,1
901163423,108267276,43.00,1
901165104,19719,196.00,4
901165104,646,1880.00,4
901165239,1000014447,1.00,1
901165239,1000014458,159.00,3
901165248,2032813002,36.00,1
901165248,2032814005,50.00,1
901166207,7000009745,97.00,1
901166515,7000009745,388.00,4
901166616,1000045350,71.00,1
901168926,1000004987,297.00,3
901168926,2025794003,84.00,1
901168926,2032721003,568.00,1
901169767,1000026986,800.00,1
901169767,1000026999,86.00,2
901169769,106915701,24.00,1
901169769,106915735,207.00,1
901169769,106915760,53.00,1
901169769,106998770,86.00,1
901169769,107029698,740.00,1
901169769,107056696,356.00,1
901169769,107084806,49.00,1
901169769,107084865,262.00,1
901169769,107084873,134.00,1
901169769,107084902,1.00,1
901169769,107087708,775.00,1
901169769,107087716,100.00,1
901169769,107087732,19.00,1
901169770,7000009745,97.00,1
901171038,108217789,239.00,1
901171038,108234773,97.00,1
901171038,108236613,88.00,2
901171038,108248817,797.00,1
901171219,2025124004,90.00,2
901172527,1000040781,36.00,1
901172527,1000040788,62.00,1
901173996,7000009745,291.00,3
901173996,724391,55.00,1
901178459,318233,225.00,3
901178934,1000020254,202.00,1
901178934,1000020271,27.00,1
901178934,1000020384,38.00,1
901179052,107823728,458.00,2
901179052,107823761,120.00,1
901179052,107837652,48.00,1
901179052,107837695,949.00,1
901179052,107854170,12168.00,3
901179052,107854284,30.00,1
901179052,107891940,449.00,1
901179053,1000023982,90.00,3
901179053,2025538003,344.00,1
901179053,219598,1895.00,1
901179216,20811,406.00,1
901179216,2486,20.00,1
901179216,25390,41.00,1
901179216,30458,29.00,1
901179216,30598,30.00,1
901179216,31171,29.00,1
901179216,31791,59.00,1
901179216,31980,3426.00,1
901179216,32204,72.00,1
901179216,32338,321.00,1
901179216,34428,28.00,1
901179216,40580,64.00,1
901179216,43653,24.00,1
901179216,43789,62.00,1
901179216,54824,69.00,1
901179216,55237,240.00,3
901179216,55445,60.00,1
901179301,1000004094,98.00,1
901179301,2025132004,18.00,1
901179977,2027272004,79.00,1
901180056,662668,82.00,1
901180056,662670,523.00,1
901180130,1000044326,77.00,1
901180130,1000044343,32.00,1
901180130,1000044447,116.00,2
901180130,1000044470,407.00,1
901180130,1000044484,254.00,1
901180851,724391,55.00,1
901181084,2025652002,60.00,4
901181084,2025688002,17.00,1
901181084,2025688004,162.00,1
901181679,19657,923.00,1
901181679,19719,49.00,1
901181679,20811,812.00,2
901181858,646,470.00,1
901182092,106813798,35.00,1
901182092,106813974,75.00,1
901182092,106813982,198.00,2
901182092,106830715,936.00,2
901182313,1000024209,134.00,1
901182395,17617,27.00,1
901182395,19719,49.00,1
901182811,1000023982,30.00,1
901182811,2025538003,1032.00,3
901182811,2025653009,228.00,3
901182811,219598,1895.00,1
901182814,1000050275,448.00,1
901184356,7000009745,388.00,4
901185982,2028177001,36.00,1
901186617,662670,523.00,1
901186617,817851,60.00,3
901187895,1000021987,27.00,1
901187895,1000022142,386.00,1
901187896,1000023976,40.00,1
901187896,1000026741,82.00,1
901187896,1000036200,39.00,1
901188140,19657,923.00,1
901188140,20704,100.00,1
901188140,26703,42.00,1
901188140,30353,483.00,3
901188140,30567,148.00,2
901188140,43653,48.00,2
901188140,43789,62.00,1
901188140,55239,4943.00,1
901188140,55477,2.00,1
901188140,55482,468.00,1
901188140,55484,2936.00,1
901188140,55517,138.00,3
901188140,55518,72.00,1
901188140,73379,67.00,1
901188140,84339,25.00,1
901188140,92594,44.00,2
901188140,95035,1516.00,1
901189259,19372,1059.00,3
901189259,19719,49.00,1
901189259,19758,1038.00,2
901189260,107823728,229.00,1
901189260,107823761,120.00,1
901192894,1000043792,4334.00,1
901192894,1000043977,36.00,1
901192894,1000043998,784.00,1
901192894,1000044009,8.00,4
901192894,1000044037,84.00,1
901195299,17657,32.00,1
901195299,646,470.00,1
901195521,1000028455,27.00,1
901195554,646,470.00,1
901196584,147753,30.00,3
901196584,212857,52.00,1
901196584,55481,27.00,3
901196584,55517,138.00,3
901196723,2027648003,109.00,1
901196723,2027650003,113.00,1
901196723,2027660001,30.00,1
901196752,662668,246.00,3
901196752,893138,88.00,1
901196948,106813798,35.00,1
901198535,20404,4100.00,1
901198535,20704,300.00,3
901198535,20811,406.00,1
901198893,724390,636.00,3
901199475,19067,66.00,1
901199475,19380,186.00,3
901199475,25390,41.00,1
901199475,25408,747.00,1
901199475,30458,58.00,2
901199475,30598,30.00,1
901199475,30600,66.00,1
901199475,31171,87.00,3
901199475,31929,79.00,1
901199475,646,470.00,1
901199516,104823642,40.00,2
901199516,104840653,251.00,1
901199516,104855572,987.00,1
901199802,1000014447,1.00,1
901199802,107752886,31.00,1
901199802,2025170006,192.00,3
901199803,17657,32.00,1
901199803,19067,66.00,1
901199803,30591,944.00,1
901199803,30605,190.00,2
901199803,646,470.00,1
901199804,108298806,558.00,1
901199811,102266627,24.00,1
901199811,102305147,348.00,4
901199811,104734594,17.00,1
901199811,104734607,89.00,1
901199811,478032,43.00,1
901199811,803095,493.00,1
901200181,19758,2076.00,4
901200181,20858,168.00,4
901200181,25390,82.00,2
901200240,17657,64.00,2
901200299,20404,4100.00,1
901200299,30605,95.00,1
901200299,34428,28.00,1
901200299,43791,73.00,1
901200299,55145,87.00,1
901200299,55414,23.00,1
901200299,55511,66.00,1
901200299,55517,92.00,2
901200299,55644,100.00,1
901200299,56643,82.00,1
901200299,57038,2.00,1
901200299,57040,135.00,3
901200299,57205,59.00,1
901200299,62975,38.00,1
901200299,70245,316.00,1
901200299,70289,18.00,1
901200299,84339,25.00,1
901200299,89145,71.00,1
901200299,92594,22.00,1
901201471,1000038766,3489.00,1
901201471,1000038804,433.00,1
901201471,1000038805,194.00,1
901201471,1000038813,300.00,4
901201471,1000038878,227.00,1
901201471,1000038879,67.00,1
901201471,1000038887,58.00,1
901201471,1000039015,69.00,1
901201471,1000039052,151.00,1
901201471,1000039064,248.00,4
901201504,17617,27.00,1
901201504,18720,932.00,1
901201504,19067,66.00,1
901201504,20776,22.00,2
901201504,25408,747.00,1
901201504,30458,29.00,1
901201504,30596,310.00,1
901201504,30647,432.00,3
901201504,31171,29.00,1
901201504,31980,3426.00,1
901201504,32204,72.00,1
901201504,34428,28.00,1
901201504,35879,50.00,1
901201504,35955,60.00,1
901201504,36201,2830.00,1
901201504,646,470.00,1
901204673,1000026829,39.00,1
901204762,1000048391,1362.00,1
901205530,2031064001,43.00,1
901205530,2031072006,167.00,1
901205531,7000009745,97.00,1
901205531,893138,176.00,2
901205971,1000005275,86.00,2
901205971,1000005458,27.00,1
901206004,662670,523.00,1
901206004,7000009745,388.00,4
901206032,17617,27.00,1
901206032,20703,69.00,1
901206032,43791,73.00,1
901206032,55204,206.00,1
901206032,55417,985.00,1
901206032,55482,468.00,1
901206032,57038,2.00,1
901206032,70245,316.00,1
901206032,70308,909.00,1
901206032,72185,645.00,1
901206072,19372,1059.00,3
901206156,1000050932,41.00,1
901206156,1000050972,14.00,2
901206156,1000051000,98.00,1
901206332,19719,49.00,1
901206332,19758,519.00,1
901206332,35156,260.00,1
901206684,19067,198.00,3
901206684,19719,49.00,1
901206684,19758,519.00,1
901206684,20704,100.00,1
901206684,646,470.00,1
901208952,893138,88.00,1
901209378,2027003004,41.00,1
901209378,2027005006,209.00,1
901209926,1000027011,96.00,1
901209926,1000027075,32.00,1
901209926,1000027125,442.00,1
901209926,1000027131,21.00,1
901209926,1000027192,362.00,1
901210333,1000042241,57.00,1
901210333,1000042260,22.00,1
901210333,1000042469,4147.00,1
901210628,1000034733,584.00,1
901210628,1000034739,62.00,1
901210628,1000034740,24.00,1
901210628,1000034751,199.00,1
901210628,1000034754,104.00,2
901210895,1000037199,3354.00,1
901210895,1000037211,3837.00,1
901210895,1000037442,481.00,1
901210895,1000037473,439.00,1
901210895,1000037592,28.00,1
901212431,1000016173,24.00,1
901212431,1000016307,270.00,3
901212431,1000016335,66.00,1
901212431,1000016343,71.00,1
901212431,1000016345,88.00,1
901212431,1000016399,41.00,1
901212431,1000016402,31.00,1
901212431,1000016451,12.00,2
901212431,1000016695,419.00,1
901212431,1000016897,1407.00,3
901212431,1000016907,2125.00,1
901212431,1000016976,82.00,1
901212431,1000017045,43.00,1
901212431,1000017100,43.00,1
901213187,1000015177,205.00,1
901213187,1000024473,37.00,1
901213187,1000031300,97.00,1
901213187,1000051147,4.00,1
901213187,1000051271,87.00,1
901213187,1000052146,68.00,1
901213187,1000052302,36.00,1
901213187,1000052368,75.00,1
901213187,2007200002,20.00,1
901213187,2017890008,32.00,1
901214836,1000050345,1092.00,3
901214836,1000050346,336.00,1
901215160,7000009745,97.00,1
901216396,16951,26.00,1
901216396,17657,96.00,3
901216396,646,470.00,1
901217154,108097211,2.00,2
901217379,1000048321,152.00,2
901217379,1000048330,96.00,1
901217379,1000048373,688.00,1
901217379,1000048388,56.00,1
901217379,1000048391,1362.00,1
901217379,1000048402,56.00,2
901217379,1000048434,472.00,1
901217379,1000048499,1593.00,1
901217379,1000048535,100.00,1
901217379,1000048740,66.00,1
901217379,1000048750,19.00,1
901217379,1000048754,70.00,1
901217379,1000048778,4659.00,1
901217379,1000048850,41.00,1
901217379,1000048917,90.00,1
901217379,1000048942,23.00,1
901218017,662668,82.00,1
901218601,1000003950,45.00,3
901218601,1000004079,27.00,1
901218734,7000009745,291.00,3
901219880,2032840003,73.00,1
901221149,19657,923.00,1
901221149,20404,4100.00,1
901221149,20703,69.00,1
901221244,1000036173,28.00,1
901221244,1000036176,18.00,1
901221244,1000036191,38.00,1
901221464,102921661,765.00,1
901222409,1000038932,43.00,1
901222409,1000043410,1794.00,1
901222409,100176126,7.00,1
901223477,7000009745,194.00,2
901223615,2025362001,65.00,1
901223615,2025370001,32.00,1
901223644,2033180002,50.00,1
901223644,2033243002,53.00,1
901223644,2033243004,44.00,1
901223644,2033245002,82.00,2
901223644,2033255006,100.00,1
901223644,2033257002,147.00,1
901223644,2033265003,81.00,1
901223644,2033269005,120.00,3
901223644,2033271001,2.00,1
901223644,2033275001,3041.00,1
901223644,2033275005,890.00,1
901223644,2033276002,2063.00,1
901223644,2033276004,956.00,1
901223644,2033276005,45.00,1
901223810,1000045713,936.00,1
901223810,1000045717,1895.00,1
901223810,1000045799,247.00,1
901223810,1000045898,41.00,1
901223940,1000046033,861.00,3
901223940,1000046034,61.00,1
901223940,1000046037,905.00,1
901223940,1000046038,44.00,1
901223940,1000046039,108.00,3
901223940,1000046091,316.00,4
901223940,1000046108,24.00,1
901223940,1000046119,404.00,1
901223940,1000046127,3578.00,1
901223940,1000046183,87.00,1
901223940,1000046205,626.00,2
901223940,1000046261,212.00,4
901223940,1000046268,39.00,1
901224336,1000031576,358.00,1
901224336,1000031584,71.00,1
901224336,1000031606,32.00,1
901224893,2033253004,32.00,1
901224893,2033270002,69.00,1
901224893,2033274001,21.00,1
901225126,662670,523.00,1
901225138,8000000214,40.00,1
901225347,106090614,62.00,1
901225347,106094578,265.00,1
901225372,662670,523.00,1
901225757,1000000710,63.00,1
901225757,108390354,70.00,1
901225757,108394363,33.00,1
901225757,108394371,288.00,1
901225757,108407857,89.00,1
901227533,1000029511,477.00,3
901230667,1000005796,78.00,1
901230667,1000005905,1809.00,3
901230667,1000005955,117.00,3
901230667,1000006005,41.00,1
901230667,1000006077,450.00,3
901230667,1000006156,499.00,1
901230667,1000006247,38.00,1
901230667,1000006310,251.00,1
901230667,1000006444,2742.00,3
901230667,1000006448,393.00,3
901230667,1000006450,84.00,1
901230667,1000006451,8.00,1
901230667,1000006453,1304.00,1
901230667,1000006465,50.00,1
901230667,1000007162,15.00,1
901230667,1000007178,488.00,1
901230667,1000007193,33.00,1
901230667,1000007196,8.00,1
901231910,2031458005,61.00,1
901231914,106813958,55.00,1
901231914,106864771,48.00,1
901231914,106864801,86.00,1
901231914,106915701,24.00,1
901231914,106915735,207.00,1
901232163,108298806,558.00,1
901232163,108298814,43.00,1
901232163,108298822,1299.00,1
901232163,108298831,24.00,1
901232163,108298849,477.00,1
901232535,1000040389,29.00,1
901232535,1000050557,140.00,2
901232569,7000009745,194.00,2
901232578,7000009745,97.00,1
901234293,1000038105,108.00,3
901234293,1000038109,153.00,1
901234558,1000033855,4719.00,1
901234558,1000033856,68.00,1
901234558,1000033913,702.00,2
901234558,1000034005,180.00,3
901234558,1000034081,74.00,2
901234645,1000029503,20.00,1
901234645,1000029547,60.00,1
901238264,7000009745,97.00,1
901239678,2030727004,92.00,1
901239678,2030731004,397.00,1
901239678,2030743001,282.00,3
901240316,7000009745,194.00,2
901241063,2028029001,26.00,1
901241063,2028066005,159.00,3
901241063,2028093002,592.00,1
901241063,2028106015,50.00,2
901241515,1000037342,50.00,1
901241792,7000009745,97.00,1
901245026,2017458002,100.00,1
901245026,2017854001,225.00,1
901245026,2020856001,99.00,1
901245026,2021703001,14.00,2
901245026,2022785002,4512.00,1
901245026,2024406002,41.00,1
901245026,2024599002,917.00,1
901245026,2024761002,514.00,2
901245026,2024813001,42.00,1
901245026,2024839002,344.00,4
901245026,2024839007,54.00,1
901245026,2024843003,451.00,1
901245026,2024845005,94.00,1
901245026,2024880002,42.00,3
901245762,2031468003,83.00,1
901245762,2031469002,84.00,1
901245762,2031469003,342.00,3
901245763,2028869002,45.00,1
901245807,2027696003,388.00,4
901245807,2027754008,3610.00,1
901246075,17621,18.00,1
901246075,19380,62.00,1
901246724,1000037990,57.00,3
901246724,1000047558,21.00,1
901246724,2023155005,212.00,1
901247264,2028143003,518.00,2
901247264,2028143004,42.00,1
901247264,2028145003,94.00,1
901247264,2028157002,969.00,1
901247264,2028204002,92.00,1
901247264,2028226002,164.00,2
901247264,2028268002,16.00,2
901247264,2028273002,17804.00,4
901247264,2028292005,134.00,2
901247264,2028302001,2515.00,1
901247264,2028317003,396.00,1
901247264,2028325002,91.00,1
901247264,2028337002,15.00,1
901247264,2028433001,28.00,1
901247264,2028445001,290.00,1
901247264,2028463001,1758.00,3
901247264,2028497003,93.00,3
901247264,2028526003,16.00,1
901247264,2028555001,436.00,1
901247264,2028558002,69.00,1
901247384,7000009745,97.00,1
901248170,1000051147,8.00,2
901248170,1000051271,87.00,1
901248170,1000052146,204.00,3
901248451,1000048589,1.00,1
901248451,1000048631,2022.00,1
901248451,1000048649,10.00,1
901248451,1000048651,4644.00,1
901248792,2027649004,30.00,1
901248792,2028309003,940.00,1
901248792,2032702004,2113.00,1
901248792,2033114003,35.00,1
901251487,1000034680,46.00,1
901251896,436283,35.00,1
901254306,2031430003,85.00,1
901254306,2031430005,14.00,1
901254306,2031431001,96.00,1
901254306,2031434001,38.00,1
901254306,2031434005,53.00,1
901254306,2031445001,380.00,1
901254306,2031446003,42.00,1
901254306,2031451004,3017.00,1
901254306,2031462001,273.00,3
901254306,2031469006,494.00,1
901254306,2031473006,84.00,1
901254731,107919957,1.00,1
901254731,107919973,217.00,7
901256207,18317,37.00,1
901256207,18452,52.00,1
901256207,18720,932.00,1
901256207,19758,1038.00,2
901256207,20776,33.00,3
901256207,25392,17.00,1
901256207,25393,16.00,1
901256207,26703,42.00,1
901256207,30458,29.00,1
901256207,31171,29.00,1
901256207,32204,72.00,1
901256207,35148,96.00,1
901256207,36205,5400.00,2
901256207,40267,118.00,2
901256207,40580,64.00,1
901256207,43459,261.00,1
901256207,43788,2463.00,1
901256207,43789,62.00,1
901256207,43791,73.00,1
901256208,2031356002,6.00,1
901256208,2031357001,37.00,1
901257140,1000024058,81.00,1
901257140,1000024113,83.00,1
901257140,1000028040,16.00,1
901257140,1000047828,5.00,1
901257140,2024872005,73.00,1
901257140,2024877004,433.00,1
901257140,2025468001,42.00,1
901257140,2025588006,549.00,1
901257140,2028180001,75.00,1
901258376,7000009745,97.00,1
901258801,893138,88.00,1
901259488,2027573001,2141.00,1
901259488,2027573004,1863.00,1
901259577,107638434,34.00,1
901259577,107638442,27.00,1
901259577,107638506,71.00,1
901259577,107638531,51.00,1
901259577,107638549,70.00,1
901259578,1000030894,34.00,1
901261706,1000014892,22.00,1
901261706,1000014911,6.00,2
901262451,107790401,455.00,1
901262451,107790410,228.00,1
901262451,107823664,437.00,1
901262451,107823761,120.00,1
901262451,107837661,458.00,1
901262777,104049600,186.00,1
901262777,2024914001,250.00,1
901264289,7000009745,97.00,1
901264967,106764691,15.00,1
901265951,646,1410.00,3
901266239,8000000214,40.00,1
901268024,107652076,431.00,1
901268024,107661888,46.00,1
901268024,107661896,32.00,1
901268024,107722741,78.00,1
901268024,107728296,242.00,1
901268024,107729264,222.00,1
901268024,107766217,176.00,2
901268024,107784861,96.00,1
901268024,107823681,288.00,3
901268024,107823761,360.00,3
901268024,107837661,458.00,1
901268024,107854111,216.00,3
901269357,2025084004,2.00,1
901270262,19067,66.00,1
901270769,2004069001,53.00,1
901270769,2025541002,4.00,1
901270769,2026066001,39.00,1
901270769,2027090002,32.00,1
901270769,2027507002,49.00,1
901270769,2028876002,1371.00,3
901272102,8000000214,40.00,1
901272106,102780571,252.00,1
901273254,1000029584,4.00,1
901273254,1000029732,4172.00,4
901273254,2004707006,13.00,1
901273254,2022410004,275.00,1
901273254,2022410005,40.00,1
901273912,1000014466,150.00,5
901274156,2031620001,4104.00,1
901274156,2031626004,3.00,1
901274157,17617,27.00,1
901274157,17657,32.00,1
901274157,19067,66.00,1
901274157,20404,4100.00,1
901274157,8178,41.00,1
901274304,19719,49.00,1
901274304,25393,32.00,2
901274304,31171,29.00,1
901274304,32204,72.00,1
901276861,1000036176,18.00,1
901276861,1000044247,144.00,4
901276861,107784415,84.00,4
901277309,43791,73.00,1
901277309,55239,4943.00,1
901278138,1000046333,281.00,1
901278138,1000046334,869.00,1
901280645,1000024679,4.00,1
901281242,1000046886,32.00,1
901281550,724390,212.00,1
901282617,2025127004,52.00,2
901284212,100460266,114.00,2
901284355,1000033444,47.00,1
901288363,8000000214,40.00,1
901288744,19719,98.00,2
901288744,19758,519.00,1
901288744,35156,780.00,3
901288744,55239,14829.00,3
901288744,55255,79.00,1
901288744,55439,50.00,1
901288744,55446,25.00,1
901288744,55517,46.00,1
901288744,55518,72.00,1
901288744,70245,316.00,1
901288744,78980,35.00,1
901288744,84339,75.00,3
901290351,102738575,1279.00,1
901290351,662668,82.00,1
901293545,1000015480,90.00,1
901293545,1000016302,84.00,1
901293545,1000016335,198.00,3
901293545,1000016343,71.00,1
901293545,1000016344,54.00,1
901293545,1000016345,88.00,1
901293545,1000016393,33.00,1
901293545,1000016598,97.00,1
901293545,1000016938,36.00,1
901293545,1000017040,343.00,1
901293545,1000017055,86.00,1
901293545,1000017232,41.00,1
901293545,1000017233,18.00,2
901295319,32204,72.00,1
901295319,43653,48.00,2
901295319,55274,131.00,1
901295319,55443,68.00,2
901295319,55515,292.00,4
901299528,1000015480,90.00,1
901299528,1000016302,84.00,1
901299528,1000016335,66.00,1
901299528,1000016343,71.00,1
901299528,1000016344,54.00,1
901299528,1000016345,88.00,1
901299528,1000016393,33.00,1
901299528,1000016598,291.00,3
901299528,1000016938,36.00,1
901299528,1000017040,343.00,1
901299528,1000017055,86.00,1
901299528,1000017232,41.00,1
901299528,1000017233,36.00,4
901299528,1000017390,25.00,1
901299528,1000017392,44.00,1
901299528,1000017396,84.00,1
901299528,1000017426,51.00,1
901299528,1000017781,66.00,1
901299528,1000018452,1891.00,1
901304328,19719,98.00,2
901304328,20404,4100.00,1
901305254,1000004094,98.00,1
901305254,2025132004,18.00,1
901305254,2025163004,474.00,1
901309102,107531135,244.00,1
901309102,107543005,861.00,3
901309102,107586793,66.00,1
901321525,8000000214,40.00,1
901357918,8000000214,120.00,3
901366903,8000000214,40.00,1
903791295,1000036827,231.00,1
904513010,2035009008,1480.00,1
905082650,2486,20.00,1
905440952,18452,52.00,1
905440952,25938,348.00,1
905649492,1000056341,34.00,1
905652478,1000036512,66.00,1
905652478,1000036513,77.00,1
905652478,1000036517,36.00,1
905652478,1000036652,264.00,3
905835310,1000052143,299.00,1
905835310,1000052212,1.00,1
905835310,1000052214,2183.00,1
905895931,1000048717,199.00,1
905928913,1000074048,90.00,1
905928913,1000074161,86.00,1
905928913,1000074165,86.00,1
905928914,25938,348.00,1
905928914,31791,59.00,1
905928914,32204,72.00,1
905929968,7000009746,80.00,1
905942139,7000009745,291.00,3
905948927,107646670,110.00,1
905948927,107648860,129.00,1
905948927,107651680,2128.00,1
905948927,107651698,80.00,1
905948927,107718637,4.00,1
905949296,1000054710,22.00,1
905949296,1000054729,42.00,2
905949296,1000054751,166.00,1
